StudentID;Jaar;Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Onnodige_stress_8;Onnodige_stress_9;Onnodige_stress_10;Leefst;Cantrill_1;Q297_1;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;Studiejaar;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Geslacht;Leeftijd;Vooropleid;Locatie;Domein;Opleidingsvorm;Stopint2;Betrok_Ouders;Werk_1;Uitwissel
308;2025;5;5;5;4;4;4;3;3.8;5;3.4;5;5;5;5;5;5;5;5;5;5;4;3.8;3.4;3.67;3.67;1;3.67;1;3.67;3.67;2.33;3;5;4.36;1.8;0;3;3;3;1;3;3;3;3;3;3;5;4;4;5;4;5;5;5;5;5;3;5;3;2;3;3;3;3;Vrouw;20;Vwo;Amsterdam;Business, Finance and Law (BFL);Voltijd;5;5;4.36;0
309;2025;1;1;1;5;5;5;5;1;5;1;5;5;5;5;5;5;5;5;5;5;4;1;1;5;5;5;5;5;1;5;5;3;10.33;3.72;1;0;5;5;5;1;1;1;1;1;1;1;5;4;2;4;2;5;4;2;3;4;2;5;2;1;4;2;1;1;Man;21;Vwo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;1.8;0
310;2025;2;1;2;3;3;2;4;1.8;3.4;1.4;3;3;3;4;3;4;3;5;3;1;4;3.4;4.2;2.33;3.67;1;3.67;1;3.67;2.33;5;3;2.33;3;5;0;5;1;1;1;1;1;1;1;1;1;2;4;5;4;2;2;3;2;2;2;1;4;2;2;1;1;1;1;Man;24;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;5;3.4;0
311;2025;3;3;3;4;4;2;4;3;4.2;3;2;5;1;2;4;4;1;1;;1;3;2.6;4.2;3.67;3.67;3.67;2.33;2.33;2.33;3.67;2.33;3;2.87;3.88;1;1;1;1;1;1;1;1;1;1;1;1;5;4;3;4;3;4;4;3;2;3;2;5;2;1;1;1;1;1;Vrouw;19;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;3;3;1.64;0
312;2025;3;4;3;3;3;4;2;3.4;4.2;3.8;3;4;;5;5;3;1;1;4;;4;4.2;3.8;2.33;2.33;3.67;3.67;1;3.67;1;2.33;3;3.53;3.8;1;0;5;1;1;1;1;1;1;1;1;1;4;5;3;4;4;5;4;4;4;4;4;4;4;4;4;1;1;1;Man;25;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;1;2.12;0
313;2025;2;3;3;2;3;4;4;2.6;3.4;3;4;2;2;4;5;4;5;3;3;4;4;3.8;3.8;3.67;3.67;3.67;2.33;2.33;3.67;2.33;2.33;3;2.67;3.76;2.6;0;1;1;1;1;1;5;1;1;1;1;4;5;3;4;4;4;4;3;3;3;2;5;2;3;2;2;4;2;Vrouw;20;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.8;0
314;2025;2;3;4;2;4;2;5;1.4;3;3.4;4;4;2;3;3;1;2;1;4;2;4;4.2;3.8;1;2.33;2.33;3.67;1;3.67;1;3.67;3;11;4;1;0;1;1;1;1;1;3;1;1;1;1;4;3;4;2;4;5;4;4;5;5;3;5;3;4;1;1;1;4;Man;21;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;2.28;0
315;2025;1;1;2;4;4;2;1;1;3.8;1.8;5;5;2;5;5;;5;5;5;1;1;2.2;4.6;3.67;3.67;5;2.33;2.33;2.33;1;1;3;2;3.64;1.8;1;5;5;5;1;1;5;1;1;1;1;4;5;4;4;1;3;4;1;5;4;3;5;3;4;5;4;3;1;Anders;21;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;3;2;2.92;0
316;2025;3;3;3;4;2;5;3;1.4;5;1;2;2;2;2;2;4;;4;4;1;2;3;3.8;2.33;5;3.67;2.33;1;3.67;2.33;5;3;13;3.4;1.8;1;5;1;1;1;1;1;1;1;1;1;3;4;2;4;2;4;5;4;4;3;3;4;1;3;4;5;1;1;Vrouw;39;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;4.6;0
317;2025;2;3;2;3;2;3;3;3.4;1.8;3.4;3;2;2;1;1;1;1;1;3;1;4;4.2;3.8;2.33;1;2.33;5;2.33;5;1;2.33;3;11.87;3.72;2.6;0;1;1;1;1;1;1;5;1;1;1;3;3;2;4;4;5;4;3;4;4;4;4;4;4;3;1;1;1;Man;20;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1.8;0
318;2025;2;3;3;2;2;2;2;2.6;1.8;3;2;3;2;2;3;3;2;2;3;1;5;4.2;3.8;2.33;1;2.33;3.67;2.33;2.33;2.33;1;3;2.73;3.68;1;1;5;1;1;1;1;3;5;1;1;1;2;3;1;3;2;3;3;1;2;3;2;4;3;3;3;1;1;1;Man;20;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;2.6;0
319;2025;3;4;4;3;3;2;2;4.2;3;3.8;2;3;2;2;4;4;1;1;1;1;4;4.6;3.8;1;2.33;2.33;3.67;1;3.67;1;2.33;3;7.67;4;1;0;1;1;1;1;1;1;1;1;1;1;5;5;1;5;4;4;4;3;3;3;3;4;4;4;3;1;1;1;Vrouw;48;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;1;3.4;0
320;2025;3;4;4;2;1;2;3;4.2;3;3.8;3;2;1;2;2;2;2;1;3;1;4;3.8;3.4;1;2.33;2.33;3.67;1;3.67;1;2.33;3;2.87;4.2;1;0;3;1;1;1;3;3;1;1;1;1;5;4;2;4;4;4;5;4;4;4;3;4;3;2;1;1;1;1;Vrouw;19;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;1.4;0
321;2025;4;3;3;3;1;2;2;3.8;3.8;3.4;1;3;1;2;4;5;1;4;4;1;3;4.6;3.4;1;2.33;1;3.67;1;2.33;1;3.67;3;2.8;4.08;1;0;3;1;1;1;1;3;3;1;1;1;3;5;2;5;4;4;4;3;5;3;5;5;4;5;4;1;1;1;Man;20;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;2;1.64;0
322;2025;3;3;3;4;4;5;2;2.2;3.4;3.8;1;1;1;5;1;1;1;1;5;5;4;4.2;4.2;2.33;2.33;2.33;3.67;2.33;2.33;2.33;2.33;3;4;4.72;1;0;1;1;1;1;1;1;1;1;1;1;4;4;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Man;19;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1.64;0
323;2025;2;3;2;4;2;4;5;3;3.8;2.2;2;5;2;5;5;4;2;5;3;1;3;3.4;4.2;2.33;3.67;3.67;3.67;1;2.33;2.33;3.67;3;3;3.96;1;0;1;1;1;1;1;5;1;1;1;1;2;5;2;4;3;4;4;4;4;4;2;5;4;4;2;1;4;1;Man;22;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;1;2.6;0
324;2025;3;3;3;4;4;5;4;1.8;3.8;3;2;4;2;4;5;5;1;2;4;;4;3.8;3.4;3.67;3.67;5;3.67;1;3.67;1;5;3;3.67;3.8;1;0;1;1;1;1;1;1;1;1;1;1;4;5;3;4;4;5;4;4;3;2;3;5;4;3;4;1;1;1;Man;25;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;3;4.2;0
325;2025;2;3;2;2;1;2;2;3.8;2.2;3.4;3;;;4;3;;;2;;2;4;4.2;3.8;2.33;1;2.33;3.67;1;3.67;2.33;1;3;2.67;3.4;1;0;1;1;1;1;1;1;1;1;1;1;3;4;3;2;3;4;2;3;2;1;2;4;2;4;2;1;4;1;Man;19;Havo;Haarlem;Business, Finance and Law (BFL);Voltijd;5;5;1;0
326;2025;1;2;2;5;5;5;5;1.4;5;1;1;1;1;1;1;1;1;1;4;5;2;3.4;4.2;1;1;1;5;1;2.33;1;1;3;3.2;4.2;1.8;0;1;1;1;1;1;1;1;1;1;1;1;4;5;2;1;2;3;3;4;3;1;5;2;3;1;1;1;1;Man;22;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;1;0
327;2025;2;3;4;4;5;5;5;2.6;4.2;3.4;2;2;1;1;3;3;4;3;3;5;3;2.6;3.4;2.33;3.67;3.67;3.67;1;2.33;2.33;2.33;3;3.2;4.2;1;0;1;1;1;1;1;1;1;1;1;1;3;4;1;2;4;4;3;3;4;4;1;4;1;2;3;3;1;1;Man;22;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;1;0
328;2025;3;4;4;3;2;2;3;3.4;2.6;4.2;3;4;2;2;4;3;2;4;5;1;4;3.4;3.8;2.33;3.67;2.33;2.33;2.33;2.33;2.33;3.67;3;2.47;3.52;2.6;0;1;1;5;1;1;3;1;1;1;1;4;4;3;4;4;4;4;4;4;4;5;5;3;3;5;5;2;2;Man;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;1.32;0
329;2025;3;3;3;2;1;2;2;3.4;1.8;3.8;3;1;3;2;3;2;1;2;3;2;4;3.8;3.8;1;2.33;3.67;3.67;1;3.67;1;1;3;3.4;3.8;1;0;1;1;1;1;1;3;1;1;1;1;3;4;2;5;4;5;5;4;4;4;3;5;5;5;5;3;4;2;Man;22;Havo;Haarlem;Creative Business (CB);Voltijd;5;1;1.64;0
330;2025;3;3;3;3;3;2;2;2.6;4.2;2.6;1;1;2;1;1;3;1;2;3;1;3;3.8;4.2;1;1;2.33;3.67;1;3.67;1;2.33;3;4;3.8;1.8;0;1;1;1;1;1;1;1;1;1;1;4;5;3;4;4;4;3;4;4;2;3;4;3;4;2;1;1;1;Man;25;Vwo;Haarlem;Onderwijs en Innovatie (ONI);Deeltijd;5;3;2.28;0
331;2025;3;4;4;3;3;2;3;3.8;4.2;4.2;5;4;;;3;;;3;3;;4;3;4.2;3.67;3.67;3.67;2.33;2.33;2.33;2.33;3.67;3;6.33;4;3.4;0;3;3;3;1;5;5;1;1;1;1;4;4;4;4;4;3;3;3;4;3;2;5;3;4;3;3;4;4;Vrouw;24;Mbo;Haarlem;Creative Business (CB);Voltijd;5;5;2.84;0
332;2025;2;3;2;2;2;1;3;1.8;2.2;3.4;3;4;2;3;3;4;3;3;2;1;4;4.2;3.4;1;1;2.33;3.67;1;5;1;2.33;3;3;3.8;1;0;1;3;1;1;3;3;1;1;1;1;2;4;3;5;3;4;4;3;5;4;2;4;3;3;3;2;3;2;Man;24;Vwo;Rotterdam;Creative Business (CB);Voltijd;5;3;2.6;0
333;2025;1;1;1;4;2;4;4;1.4;4.2;1.4;3;2;2;4;5;5;4;4;4;2;4;4.2;3.4;1;1;2.33;3.67;3.67;3.67;2.33;3.67;3;11.33;3.8;1;1;1;1;1;1;1;5;1;1;1;1;2;5;4;4;2;2;1;1;1;1;4;5;5;5;2;1;1;1;Vrouw;19;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;3;3.56;0
334;2025;2;3;3;4;4;4;4;3;5;2.2;1;4;1;5;3;5;4;5;5;2;4;3.8;3.8;2.33;2.33;3.67;2.33;1;2.33;2.33;3.67;3;2.33;3.52;4.2;1;1;1;5;1;1;3;1;1;1;1;3;3;4;4;4;2;3;2;2;3;1;2;1;2;3;1;1;1;Vrouw;23;Mbo;Rotterdam;Onderwijs en Innovatie (ONI);Duaal;5;5;3.4;0
335;2025;3;4;4;3;3;3;2;3.4;1.8;3.8;3;4;2;4;4;3;2;3;4;3;3;3.4;4.2;1;2.33;3.67;3.67;2.33;2.33;1;2.33;3;8.6;3.4;3.4;0;5;1;1;1;1;3;1;1;3;3;4;5;2;3;3;4;3;3;3;3;2;2;3;3;2;1;4;1;Man;20;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;3;3.8;0
336;2025;2;3;3;3;1;3;1;3.4;3.4;3.4;2;2;;;;3;1;1;2;3;5;4.2;3.8;2.33;2.33;1;3.67;2.33;3.67;1;3.67;3;2.53;4.2;2.6;0;1;1;1;1;1;3;1;1;1;1;4;1;4;2;4;4;4;4;4;4;3;3;4;4;3;1;2;1;Vrouw;22;Vwo;Rotterdam;Onderwijs en Innovatie (ONI);Voltijd;5;3;2.6;0
337;2025;3;5;4;2;2;2;2;3.8;1.8;4.2;3;4;1;2;3;4;1;2;2;1;3;2.6;3.8;3.67;3.67;3.67;3.67;1;3.67;3.67;2.33;3;11;4.04;1;0;3;1;3;1;1;3;1;1;1;1;3;4;3;4;5;4;4;4;4;5;2;4;1;1;1;1;1;1;Vrouw;21;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;3;1.8;0
338;2025;3;4;3;4;2;2;1;3.8;4.2;4.2;5;4;2;4;4;3;;3;2;;3;4.2;3.4;2.33;1;1;3.67;1;3.67;2.33;2.33;3;3.33;3.6;1;0;5;1;3;1;1;5;1;1;1;1;4;5;1;5;5;5;3;1;2;2;3;5;1;3;3;1;1;1;Man;26;Mbo;Den Haag;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.04;0
339;2025;2;2;2;4;5;3;4;2.2;4.2;1.8;;3;;;4;3;;2;2;;3;3.4;3.8;2.33;3.67;5;2.33;2.33;2.33;3.67;5;3;1.33;3.64;5;1;5;3;3;1;5;1;1;1;1;5;3;4;5;5;4;4;4;3;4;4;4;2;1;5;3;1;1;1;Vrouw;45;Mbo;Den Haag;Onderwijs en Innovatie (ONI);Deeltijd;5;5;4.28;0
340;2025;3;4;3;3;2;1;2;3.8;3.8;3.4;;3;;3;;2;1;2;3;;4;4.2;3.8;2.33;2.33;1;3.67;1;3.67;2.33;3.67;3;2.33;3.8;1;0;1;1;1;1;1;3;1;1;1;1;3;4;3;5;3;4;4;4;4;4;3;4;4;2;1;3;1;1;Vrouw;36;Havo;Den Haag;Onderwijs en Innovatie (ONI);Deeltijd;5;3;1.64;0
341;2025;3;3;2;3;2;3;2;3.8;2.2;3.8;1;1;1;3;3;1;3;2;1;1;5;4.6;3.4;1;2.33;1;5;1;5;2.33;2.33;3;10;3.8;2.6;0;5;1;1;1;1;1;1;1;1;1;4;4;2;5;3;5;2;3;2;2;3;4;2;3;1;1;1;1;Man;22;Mbo;Den Haag;Onderwijs en Innovatie (ONI);Deeltijd;5;4;2.6;0
342;2025;3;4;3;3;4;4;3;4.2;3.8;3.4;3;3;4;2;4;4;3;3;4;2;4;4.2;3.8;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;3;10;3.68;1;0;1;3;1;1;1;1;1;1;3;1;4;3;2;4;5;4;4;4;4;2;3;5;3;4;2;1;1;2;Man;22;Mbo;Delft;Agri, Food and Life Sciences (AFL);Voltijd;5;3;2.04;0
343;2025;3;3;4;3;3;3;3;3.8;3;3.8;3;3;2;2;3;3;3;3;3;3;3;3.8;3.8;1;2.33;1;2.33;1;2.33;1;1;3;4;3.96;1;0;1;3;1;1;1;1;1;1;1;1;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Man;23;Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels);Delft;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;3.08;1
344;2025;2;3;3;3;3;5;3;2.6;4.2;2.2;2;2;;3;2;4;;2;4;;3;2.2;3.4;5;5;5;1;2.33;2.33;5;5;3;9.47;3.56;5;0;1;1;1;1;1;3;1;1;1;1;4;3;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;Vrouw;20;Havo;Dordrecht;Onderwijs en Innovatie (ONI);Voltijd;5;4;1.8;0
345;2025;2;4;3;4;3;4;4;2.6;3.4;3.8;5;5;4;5;5;5;4;2;3;2;3;3.8;4.6;2.33;2.33;3.67;3.67;2.33;2.33;2.33;2.33;3;5;3.4;1;0;1;1;1;1;1;3;1;1;1;1;4;3;4;3;5;5;5;5;5;5;3;5;3;3;3;1;5;5;Vrouw;21;Vwo;Groningen (Verloskunde Academie);Verloskunde Academie;Voltijd;5;4;2.6;0
346;2025;3;5;4;4;1;3;1;4.6;3.4;4.2;4;1;1;1;1;2;1;3;1;3;4;5;3.8;1;2.33;1;5;1;5;2.33;1;3;3.67;3.88;1;0;1;1;1;1;1;3;1;1;1;1;5;4;2;4;5;4;5;5;5;5;1;5;4;4;1;3;5;5;Vrouw;22;Vwo;Groningen (Verloskunde Academie);Verloskunde Academie;Voltijd;5;2;1.8;0
347;2025;4;4;5;2;3;2;1;5;2.6;4.6;1;3;1;3;1;3;1;2;1;2;4;4.2;4.2;3.67;2.33;1;2.33;1;2.33;2.33;1;3;2.13;3.72;3.4;0;3;1;1;1;1;1;1;1;1;1;5;5;2;5;5;5;4;5;5;4;3;5;2;4;1;1;1;2;Vrouw;21;Anders, namelijk (vul in):;Groningen (Verloskunde Academie);Verloskunde Academie;Voltijd;5;4;1.48;0
348;2025;3;4;3;3;2;3;2;4.6;3.4;3.8;;2;2;2;2;2;2;3;2;3;4;4.2;4.2;1;2.33;2.33;3.67;1;3.67;1;1;3;3.2;3.8;2.6;0;1;1;3;1;1;3;1;1;1;1;5;4;2;4;4;4;4;4;5;3;2;5;2;3;2;1;2;2;Vrouw;34;Mbo;Groningen (Verloskunde Academie);Verloskunde Academie;Voltijd;5;5;1;0
349;2025;3;3;2;4;2;3;3;3;4.2;2.2;1;3;1;3;3;2;1;2;3;2;4;3.8;4.2;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;3;2.27;4.08;3.4;1;1;1;5;1;1;1;1;1;1;1;4;4;3;4;2;3;3;2;2;4;2;4;2;2;3;2;4;3;Vrouw;20;Anders, namelijk (vul in):;Groningen (Verloskunde Academie);Verloskunde Academie;Voltijd;5;3;1.8;0
350;2025;3;3;3;4;4;5;3;3.8;4.2;3.4;5;2;5;;;;;4;5;3;4;3.4;3.8;2.33;5;3.67;2.33;2.33;2.33;2.33;5;4;4;4.2;1;0;1;1;3;1;1;5;1;1;1;1;4;4;3;5;4;3;2;2;3;1;3;4;2;4;4;2;3;1;Vrouw;26;Vwo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;1;2;1.8;0
351;2025;3;4;4;3;5;5;3;3.8;2.6;3.4;3;4;3;3;5;3;3;4;3;2;4;3.8;3.8;2.33;2.33;3.67;2.33;2.33;2.33;2.33;2.33;4;3;3.76;1.8;0;5;1;1;1;3;3;1;1;1;1;4;4;3;3;3;3;3;2;3;2;4;4;3;3;1;1;1;1;Man;23;Havo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;2.2;0
352;2025;2;4;3;4;3;3;3;4.2;5;3.4;;;;4;3;2;;3;2;;5;3.8;3.8;3.67;5;2.33;2.33;3.67;2.33;3.67;2.33;4;3.33;3.68;3.4;0;1;1;3;1;1;3;1;1;1;1;4;5;2;5;5;5;4;4;4;3;3;4;3;3;4;3;3;1;Vrouw;28;Havo;Amsterdam;Verloskunde Academie;Voltijd;5;5;1;0
353;2025;3;4;4;4;2;4;3;4.2;3.8;1.8;2;5;2;3;;5;2;4;5;;3;3.8;3.8;2.33;2.33;2.33;2.33;3.67;1;2.33;2.33;4;2.33;3.8;1;0;5;5;5;1;1;5;1;1;1;1;4;3;2;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;Man;24;Havo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;1;2.04;0
354;2025;3;2;2;2;2;3;3;5;3.4;2.6;4;4;;4;4;4;;;4;2;4;3.8;3.8;2.33;1;2.33;3.67;2.33;3.67;2.33;1;4;3.33;4.08;1;0;1;3;1;1;1;1;1;1;1;1;5;5;1;5;4;4;4;2;2;4;4;3;3;4;3;2;2;1;Vrouw;27;Havo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.64;0
355;2025;2;3;2;3;4;4;2;4.2;3.4;3.8;2;4;2;4;3;3;1;1;4;1;4;3.8;4.2;2.33;1;1;3.67;3.67;3.67;2.33;2.33;4;3;4.2;1;0;1;1;5;1;1;3;5;1;1;1;3;5;2;5;3;4;4;1;4;4;1;5;1;3;3;3;4;1;Man;23;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1.48;0
356;2025;3;4;4;4;2;1;3;3.8;4.2;3;2;4;2;5;5;3;2;3;3;1;3;3.8;3.4;3.67;3.67;2.33;1;2.33;2.33;3.67;2.33;4;15;3.68;1;0;1;1;1;1;1;5;1;1;1;1;4;5;3;4;3;4;3;3;4;3;3;3;3;4;2;1;3;2;Vrouw;20;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;5;1.8;0
357;2025;3;4;3;3;2;4;2;2.6;4.2;3;1;4;2;3;2;3;2;4;4;2;4;3.4;4.2;2.33;2.33;3.67;2.33;2.33;2.33;2.33;2.33;4;3.33;3.6;1.8;1;5;5;5;1;1;3;1;1;1;1;4;3;3;4;3;4;3;2;3;2;3;3;3;3;1;1;1;1;Vrouw;37;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;3;3.88;0
358;2025;3;3;3;3;3;4;2;3.8;3;3.4;;3;;4;4;4;2;5;4;;4;3.8;3.4;2.33;2.33;1;3.67;1;3.67;2.33;5;4;9.8;4.04;1.8;0;3;1;1;1;1;3;1;1;1;1;4;4;3;3;3;4;4;4;4;4;3;4;3;3;2;1;3;1;Vrouw;32;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;3;3;0
359;2025;3;4;4;4;4;5;5;3.8;4.2;3.8;3;5;4;4;4;5;4;5;4;5;2;3.8;3.8;1;3.67;5;3.67;1;2.33;1;3.67;4;12.33;3.96;1;0;5;5;3;1;1;5;1;1;1;1;4;4;4;5;5;4;3;4;3;4;3;5;3;4;1;2;2;2;Man;26;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;1;0
360;2025;3;5;4;4;4;3;3;3.4;5;3.4;4;3;1;3;2;2;3;3;3;3;4;4.6;3.8;1;1;1;3.67;1;3.67;2.33;3.67;4;15;3.88;1;0;1;1;1;1;1;1;1;1;1;1;4;3;2;3;3;5;3;2;3;4;1;2;1;2;3;1;1;1;Vrouw;22;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;2;2.6;0
361;2025;3;4;3;1;1;1;1;4.2;3.8;2.6;2;4;1;3;3;1;3;3;3;;4;4.6;3.8;1;2.33;1;3.67;1;2.33;1;2.33;4;2.93;4;2.6;0;1;1;1;1;1;1;1;1;1;1;4;4;3;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;Man;34;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;1;1.8;0
362;2025;3;4;3;4;3;3;3;3.4;3.8;4.2;3;3;3;3;3;3;3;3;3;3;4;3.8;4.2;3.67;3.67;3.67;3.67;3.67;3.67;3.67;2.33;4;15.93;4.08;1;0;1;1;1;1;1;1;1;1;1;1;2;3;4;4;4;5;5;4;4;3;3;3;2;3;4;1;1;1;Vrouw;23;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;3;0
363;2025;3;4;4;3;3;2;2;2.6;3.4;3.8;1;1;1;2;2;2;3;2;3;1;4;4.2;4.6;1;2.33;2.33;5;1;5;2.33;1;4;10.2;3.6;1;0;1;1;1;1;3;3;1;1;1;1;3;4;3;5;5;5;4;4;4;4;3;4;3;4;3;1;1;2;Vrouw;22;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;2.44;0
364;2025;1;3;3;3;3;3;4;3.8;4.6;3.8;4;3;4;5;5;5;4;4;4;3;3;3;4.2;2.33;3.67;2.33;2.33;2.33;2.33;2.33;2.33;4;15;3.76;1;0;1;5;5;1;5;1;1;1;1;1;4;4;3;4;3;3;3;3;3;3;3;4;2;3;4;3;3;2;Anders;39;Anders, namelijk (vul in):;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;5;2.2;1
365;2025;3;4;4;2;2;3;3;3.8;2.6;4.2;3;3;3;4;4;3;2;3;4;1;4;3.8;4.2;1;2.33;1;3.67;1;3.67;1;2.33;4;3.33;4.28;1;0;1;1;1;1;1;3;1;1;1;1;4;5;1;4;5;5;4;4;4;4;4;5;4;3;2;1;1;1;Vrouw;21;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;2;1.96;0
366;2025;3;3;2;4;4;3;5;1.8;1.8;3;2;3;2;5;3;3;5;3;3;4;3;1.8;3.8;3.67;3.67;2.33;2.33;2.33;2.33;2.33;3.67;4;8.8;3.88;1.8;1;1;3;3;1;1;5;1;1;1;1;4;4;3;4;2;4;2;2;2;2;2;4;3;3;2;1;1;1;Vrouw;24;Mbo;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;3.4;0
367;2025;3;3;3;3;4;3;3;3;3;3;1;2;2;2;3;3;1;4;2;3;2;3.8;4.2;3.67;3.67;3.67;2.33;2.33;2.33;2.33;2.33;4;2.33;3.84;2.6;0;1;1;1;1;1;1;1;1;1;1;4;3;3;4;3;3;2;2;2;2;3;4;3;3;2;1;2;1;Vrouw;54;Vwo;Rotterdam;Business, Finance and Law (BFL);Deeltijd;5;;3.56;0
368;2025;2;3;3;3;2;2;3;3.8;3.4;3;3;4;2;4;4;3;2;5;4;3;4;3.8;4.2;2.33;1;1;3.67;1;3.67;1;1;4;10.47;3.64;1.8;1;3;1;1;1;1;5;1;1;1;1;4;3;3;4;3;4;4;4;4;4;3;4;3;3;3;2;2;1;Man;23;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;4;2.36;0
369;2025;1;4;3;3;2;1;4;3.4;2.2;3;1;2;1;3;3;3;4;3;5;1;5;3;4.2;1;2.33;3.67;3.67;1;2.33;1;2.33;4;2.67;4.2;1.8;0;1;1;1;1;1;1;1;1;1;1;4;4;3;5;5;5;4;3;2;4;3;3;3;3;1;1;3;3;Man;24;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;2.68;0
370;2025;4;4;4;4;3;3;2;5;4.6;4.2;;2;;1;1;2;;2;4;1;5;4.2;3.8;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;4;11.73;4.16;1;0;1;1;1;1;1;1;1;1;1;1;5;4;1;5;5;5;4;3;3;3;3;4;4;3;3;1;1;1;Vrouw;39;Mbo;Den Haag;Onderwijs en Innovatie (ONI);Deeltijd;5;5;2.92;0
